id	isbn	title	authors	publication_year	
5967	671729403	Fallen Hearts (Casteel, #3)	V.C. Andrews	1984	
5968	671729446	Heaven	V.C. Andrews	1985	
5969	671729454	If There Be Thorns	V.C. Andrews	1981	
5970	671729462	My Sweet Audrina	V.C. Andrews	1982	
5971	671729470	Petals on the Wind	V.C. Andrews	1980	
5972	671729489	Seeds of Yesterday	V.C. Andrews	1984	
5973	671732498	A Separate Reality	Carlos Castaneda	1968	
5974	671733419	Women Who Love Too Much	Robin Norwood	1985	
5975	671737635	Something Wonderful	Judith McNaught	1988	
5976	671737821	Honor's Splendour	Julie Garwood	1987	
5977	671739166	The Story of Philosophy	Will Durant	1926	
5978	671741039	Swan Song	Robert McCammon	1987	
5979	671742515	The Long Dark Tea-Time of the Soul	Douglas Adams	1988	
5980	671743058	Boy's Life	Robert McCammon	1991	
5981	671744216	The Secret	Julie Garwood	1992	
5982	671746723	Dirk Gently's Holistic Detective Agency	Douglas Adams	1987	
5983	671758896	Loves Music, Loves to Dance	Mary Higgins Clark	1991	
5984	671774670	Mother of Pearl	Melinda Haynes	1999	
5985	671789457	Possessing the Secret of Joy	Alice Walker	1992	
5986	671791540	Awaken the Giant Within: How to Take Immediate Control of Your Mental, Emotional, Physical and Financial Destiny!	Anthony Robbins, Tony Robbins, Frederick L. Covan	1992	
5987	671792806	Principle Centered Leadership	Stephen R. Covey	1991	
5988	671796666	The Jordan Rules	Sam Smith, Doug Grud	1992	
5989	671869205	Truman	David McCullough	1992	
5990	671870114	Saving Grace	Julie Garwood	1993	
5991	671875965	The Short Victorious War	David Weber	1994	
5992	671876465	Mirror Dance	Lois McMaster Bujold	1994	
5993	671876813	Flag in Exile	David Weber	1995	
5994	671877836	Honor Among Enemies	David Weber	1996	
5995	671888587	I'll Be Seeing You	Mary Higgins Clark	1993	
5996	671890913	The Longest Day	Cornelius Ryan	1959	
5997	674017722	A Theory of Justice	John Rawls	1971	
5998	674024451	Das Kunstwerk im Zeitalter seiner technischen Reproduzierbarkeit	Walter Benjamin, Michael W. Jennings, Brigid Doherty, Edmund F.N. Jephcott, Rodney Livingstone, Howard Eiland, Thomas Y. Levin	1936	
5999	675093244	A Rose for Emily	William Faulkner	1930	
6000	676977731	The Birth House	Ami McKay	2006	
6001	676979343	Unaccustomed Earth	Jhumpa Lahiri	2008	
6002	676979564	The Virgin Cure	Ami McKay	2011	
6003	676979785	Musicophilia: Tales of Music and the Brain	Oliver Sacks	2007	
6004	679410503	The Vampire Chronicles	Anne Rice, Robert O'Keefe, F. Murray Abraham, Michael York, Kate Nelligan, David Purdham	1989	
6005	679417370	Buddenbrooks: Verfall einer Familie	Thomas Mann, John E. Woods, T.J. Reed	1901	
6006	679433139	La Divina Commedia	Dante Alighieri, Allen Mandelbaum, Eugenio Montale	1308	
6007	679434488	The Secret Art of Dr. Seuss	Dr. Seuss, Maurice Sendak, Audrey Geisel	1995	
6008	679436545	Taltos	Anne Rice, Tim Curry	1994	
6009	679444327	The Warmth of Other Suns: The Epic Story of America's Great Migration 	Isabel Wilkerson	2010	
6010	679450815	The Boston Cooking-School Cook Book 1896	Marion Cunningham, Fannie Merritt Farmer, Archibald Candy Corporation	1979	
6011	679456201	My Life on the Road	Gloria Steinem	2015	
6012	679456724	Catherine the Great: Portrait of a Woman	Robert K. Massie	2011	
6013	679457143	The Cobra Event	Richard   Preston	1997	
6014	679457313	The God of Small Things	Arundhati Roy	1997	
6015	679600213	Out of Africa	Isak Dinesen, Karen Blixen	1937	
6016	679601082	John Keats : The Complete Poems	John Keats	1820	
6017	679601597	Goodbye, Columbus and Five Short Stories	Philip Roth	1959	
6018	679642420	Идиот	Fyodor Dostoyevsky, Constance Garnett, Alan Myers, Joseph Frank, Anna Brailovsky	1868	
6019	679644199	Tell the Wolves I'm Home	Carol Rifka Brunt	2012	
6020	679720219	La peste	Albert Camus, Stuart Gilbert	1947	
6021	679720227	La Chute	Albert Camus, Justin O'Brien	1956	
6022	679721037	Hiroshima	John Hersey	1946	
6023	679721886	The Woman Warrior: Memoirs of a Girlhood Among Ghosts	Maxine Hong Kingston	1975	
6024	679722319	Where I’m Calling From: The Selected Stories	Raymond Carver	1988	
6025	679722637	The Thin Man	Dashiell Hammett	1934	
6026	679722769	Ulysses	James Joyce	1922	
6027	679723005	The Book on the Taboo Against Knowing Who You Are	Alan W. Watts	1966	
6028	679723056	What We Talk About When We Talk About Love: Stories	Raymond Carver	1981	
6029	679723110	Grendel	John Gardner	1970	
6030	679723226	Double Indemnity	James M. Cain	1936	
6031	679723692	Cathedral	Raymond Carver	1983	
6032	679723951	Erinnerungen, Träume, Gedanken von C.G. Jung	C.G. Jung, Aniela Jaffé, Richard Winston, Clara Winston	1961	
6033	679724516	Le deuxième sexe: I. Les faits et les mythes, II. L'expérience vécue	Simone de Beauvoir, H.M. Parshley, Deirdre Bair	1949	
6034	679724532	The Gnostic Gospels	Elaine Pagels	1979	
6035	679724621	On the Genealogy of Morals / Ecce Homo	Friedrich Nietzsche, Walter Kaufmann, R.J. Hollingdale	1887	
6036	679724699	Histoire de la sexualité 1. La Volonté de savoir	Michel Foucault, Robert Hurley	1976	
6037	679725164	No Exit and Three Other Plays	Jean-Paul Sartre, Stuart Gilbert, Lionel Abel	1947	
6038	679725318	Приглашение на казнь	Vladimir Nabokov	1936	
6039	679728740	Child of God	Cormac McCarthy	1973	
6040	679728759	Blood Meridian: Or the Evening Redness in the West	Cormac McCarthy	1985	
6041	679728899	Death Comes for the Archbishop	Willa Cather	1927	
6042	679729453	The Path to Power	Robert A. Caro	1982	
6043	679729526	Æneis	Virgil, Robert Fitzgerald	-17	
6044	679729771	Maus II : And Here My Troubles Began 	Art Spiegelman	1991	
6045	679731148	A Year in Provence	Peter Mayle	1989	
6046	679731210	Il Gattopardo	Giuseppe Tomasi di Lampedusa, Archibald Colquhoun	1958	
6047	679732187	Absalom, Absalom!	William Faulkner	1936	
6048	679732268	Light in August	William Faulkner	1932	
6049	679732764	Invisible Man	Ralph Ellison	1952	
6050	679733736	Le Mythe de Sisyphe	Albert Camus, Justin O'Brien	1942	
6051	679733787	砂の女 [Suna no onna]	Kōbō Abe, E. Dale Saunders	1962	
6052	679733973	The Killer Inside Me	Jim Thompson	1952	
6053	679734465	Valis	Philip K. Dick	1981	
6054	679734511	Бесы	Fyodor Dostoyevsky, Richard Pevear, Larissa Volokhonsky	1872	
6055	679734775	The House on Mango Street	Sandra Cisneros	1984	
6056	679735259	Dispatches	Michael Herr	1977	
6057	679735720	Time’s Arrow	Martin Amis	1991	
6058	679735771	American Psycho	Bret Easton Ellis	1991	
6059	679735909	Possession	A.S. Byatt	1990	
6060	679736042	Toujours Provence	Peter Mayle	1991	
6061	679736328	Suttree	Cormac McCarthy	1979	
6062	679736379	Sophie's Choice	William Styron	1979	
6063	679736395	Darkness Visible: A Memoir of Madness	William Styron	1990	
6064	679736638	The Confessions of Nat Turner	William Styron	1967	
6065	679740678	The Man in the High Castle	Philip K. Dick	1962	
6066	679743626	O Pioneers!	Willa Cather	1913	
6067	679744398	All the Pretty Horses	Cormac McCarthy	1992	
6068	679744479	Written on the Body	Jeanette Winterson	1992	
6069	679745580	In Cold Blood	Truman Capote	1965	
6070	679745653	Breakfast at Tiffany's	Truman Capote	1958	
6071	679746048	Girl, Interrupted	Susanna Kaysen	1993	
6072	679747044	Genius: The Life and Science of Richard Feynman	James Gleick	1992	
6073	679747192	Cities of the Plain 	Cormac McCarthy	1996	
6074	679747656	The Way to Cook	Julia Child	1989	
6075	679749845	The Comfort of Strangers	Ian McEwan	1981	
6076	679750150	午後の曳航 [Gogo no eikō]	Yukio Mishima, John Nathan	1963	
6077	679750533	象の消滅 [Zō no shōmetsu]	Haruki Murakami, Jay Rubin, Alfred Birnbaum	1993	
6078	679751521	Midnight in the Garden of Good and Evil	John Berendt	1994	
6079	679752552	Surveiller et punir. Naissance de la prison	Michel Foucault, Alan Sheridan, Thomas Mathiesen, Walter Seitter, Drago Braco Rotar	1975	
6080	679753338	Nobody's Fool	Richard Russo	1993	
6081	679759328	Hotel du Lac	Anita Brookner	1984	
6082	679760806	Мастер и Маргарита	Mikhail Bulgakov, Katherine Tiernan O'Connor, Diana Burgin, Ellendea Proffer	1967	
6083	679761047	雪国 	Yasunari Kawabata, Edward G. Seidensticker	1937	
6084	679763309	An Unquiet Mind: A Memoir of Moods and Madness	Kay Redfield Jamison	1995	
6085	679764089	The Collected Poems of Langston Hughes	Langston Hughes	1994	
6086	679764410	American Sphinx: The Character of Thomas Jefferson	Joseph J. Ellis	1996	
6087	679766758	Push	Sapphire	1996	
6088	679767800	The Stars My Destination	Alfred Bester, Neil Gaiman	1955	
6089	679767959	Heartburn	Nora Ephron	1983	
6090	679772669	In the Skin of a Lion	Michael Ondaatje	1987	
6091	679772677	A Civil Action	Jonathan Harr	1995	
6092	679772871	Der Zauberberg	Thomas Mann, John E. Woods	1924	
6093	679774025	All Over But the Shoutin'	Rick Bragg	1997	
6094	679774386	Доктор Живаго	Boris Pasternak, Max Hayward, Manya Harari, John Bayley	1957	
6095	679776192	道德經 [dào dé jīng]	Lao Tzu, Gia-Fu Feng, Jane English, Chungliang Al Huang, Rowena Pattee Kryder, Toinette Lippe	-300	
6096	679776591	Fugitive Pieces	Anne Michaels	1996	
6097	679776818	Birdsong	Sebastian Faulks	1993	
6098	679779175	The Consolations of Philosophy	Alain de Botton	2000	
6099	679781498	Less Than Zero	Bret Easton Ellis	1985	
6100	679783180	La Chartreuse de Parme	Stendhal, Richard Howard, Robert Andrew Parker	1839	
6101	679783261	Pride and Prejudice	Jane Austen	1813	
6102	679783482	Shalimar the Clown	Salman Rushdie	2005	
6103	679785892	Fear and Loathing in Las Vegas: A Savage Journey to the Heart of the American Dream	Hunter S. Thompson, Ralph Steadman	1971	
6104	679800034	Horton Hears a Who!	Dr. Seuss	1954	
6105	679805273	Oh, the Places You'll Go!	Dr. Seuss	1990	
6106	679824111	Dinosaurs Before Dark	Mary Pope Osborne, Salvatore Murdocca	2002	
6107	679826424	Junie B. Jones and the Stupid Smelly Bus	Barbara Park, Denise Brunkus	1992	
6108	679847596	Ballet Shoes	Noel Streatfeild, Diane Goode	1936	
6109	679879242	Northern Lights	Philip Pullman	1995	
6110	679879250	The Subtle Knife	Philip Pullman	1997	
6111	679882804	The Foot Book: Dr. Seuss's Wacky Book of Opposites (Bright & Early Board Books)	Dr. Seuss	1968	
6112	679889108	The Lorax	Dr. Seuss	1971	
6113	679889175	First Test	Tamora Pierce	1999	
6114	679890483	Hand, Hand, Fingers, Thumb	Al Perkins, Eric Gurney	1969	
6115	684193957	All That Remains	Patricia Cornwell	1992	
6116	684800012	On Food and Cooking: The Science and Lore of the Kitchen	Harold McGee	1984	
6117	684802031	First Things First: To Live, to Love, to Learn, to Leave a Legacy	Stephen R. Covey, A. Roger Merrill, Rebecca R. Merrill	1993	
6118	684803356	For Whom the Bell Tolls	Ernest Hemingway	1940	
6119	684803860	The Daughter of Time	Josephine Tey	1951	
6120	684804484	No Ordinary Time: Franklin and Eleanor Roosevelt: The Home Front in World War II	Doris Kearns Goodwin	1994	
6121	684804522	The Garden of Eden	Ernest Hemingway	1985	
6122	684807319	The Collected Poems of W.B. Yeats	W.B. Yeats, Richard J. Finneran	1997	
6123	684813785	The Making of the Atomic Bomb	Richard Rhodes	1986	
6124	684815001	Nachfolge	Dietrich Bonhoeffer	1937	
6125	684818701	The Joy of Cooking	Irma S. Rombauer, Marion Rombauer Becker, Ethan Becker	1931	
6126	684818868	Lies My Teacher Told Me : Everything Your American History Textbook Got Wrong	James W. Loewen	1995	
6127	684822761	In Our Time	Ernest Hemingway	1925	
6128	684823780	Mere Christianity	C.S. Lewis	1952	
6129	684826801	Se questo è un uomo	Primo Levi, Stuart J. Woolf, Philip Roth	1947	
6130	684830493	The Old Man and the Sea	Ernest Hemingway	1952	
6131	684832356	The Christmas Box	Richard Paul Evans	1993	
6132	684833395	Catch-22	Joseph Heller	1961	
6133	684839385	On Death and Dying	Elisabeth Kübler-Ross	1969	
6134	684841487	Competitive Strategy: Techniques for Analyzing Industries and Competitors	Michael E. Porter	1980	
6135	684842505	The Short Stories of F. Scott Fitzgerald	F. Scott Fitzgerald, Matthew J. Bruccoli	1920	
6136	684843269	For Colored Girls Who Have Considered Suicide When the Rainbow Is Enuf 	Ntozake Shange	1975	
6137	684843323	The Complete Short Stories of Ernest Hemingway	Ernest Hemingway	1925	
6138	684843781	This Side of Paradise	F. Scott Fitzgerald	1920	
6139	684845776	Unlimited Power : The New Science Of Personal Achievement	Anthony Robbins, Kenneth H. Blanchard, Jason Winters	1986	
6140	684847817	Good Faeries, Bad Faeries	Brian Froud, Terry Windling	1998	
6141	684848015	Citizen Soldiers: The U. S. Army from the Normandy Beaches to the Bulge to the Surrender of Germany	Stephen E. Ambrose	1997	
6142	684848287	Kaffir Boy: An Autobiography--The True Story of a Black Youth's Coming of Age in Apartheid South Africa	Mark Mathabane	1986	
6143	684852225	Close Range: Wyoming Stories	Annie Proulx	1999	
6144	684852586	The Body Snatchers	Jack Finney	1955	
6145	684852861	First, Break All the Rules: What the World's Greatest Managers Do Differently 	Marcus Buckingham, Curt Coffman	1998	
6146	684853159	The Wasp Factory	Iain Banks	1984	
6147	684853949	The Man Who Mistook His Wife for a Hat and Other Clinical Tales	Oliver Sacks	1985	
6148	684855631	The Empty Chair 	Jeffery Deaver	2000	
6149	684856069	The Many Lives & Secret Sorrows of Josephine B.	Sandra Gulland	1995	
6150	684856093	The 7 Habits Of Highly Effective Teens	Sean Covey	1997	
6151	684856476	The Rum Diary	Hunter S. Thompson	1998	
6152	684859238	To Have and Have Not 	Ernest Hemingway	1937	
6153	684859734	Grave Secrets	Kathy Reichs	2002	
6154	684862212	The Snows of Kilimanjaro and Other Stories	Ernest Hemingway	1938	
6155	688014291	The One Minute Manager	Kenneth H. Blanchard, Spencer Johnson	1981	
6156	688040454	Mufaro's Beautiful Daughters: An African Tale	John Steptoe	1986	
6157	688040748	A Chair for My Mother 	Vera B. Williams	1982	
6158	688044026	The Cake Bible	Rose Levy Beranbaum, Maria Guarnaschelli, Vincent Lee, Manuela Paul, Dean G. Bornstein	1988	
6159	688104649	Нос	Nikolai Gogol, Kevin Hawkes	1836	
6160	688114490	Owen	Kevin Henkes	1993	
6161	688120490	Through the Looking-Glass, and What Alice Found There	Lewis Carroll, John Tenniel, Peter Glassman	1871	
6162	688128971	Lilly's Purple Plastic Purse	Kevin Henkes	1996	
6163	688143202	Rikki-Tikki-Tavi	Rudyard Kipling, Jerry Pinkney	1894	
6164	688147321	Chrysanthemum	Kevin Henkes	1991	
6165	688149006	Freight Train (Caldecott Collection)	Donald Crews	1978	
6166	688156819	The Melancholy Death of Oyster Boy and Other Stories	Tim Burton	1997	
6167	688163181	The Given Day	Dennis Lehane	2008	
6168	688163653	The Lives of Christopher Chant	Diana Wynne Jones	1988	
6169	688170277	Wemberly Worried	Kevin Henkes	2000	
6170	688172172	Phantoms in the Brain: Probing the Mysteries of the Human Mind	V.S. Ramachandran, Sandra Blakeslee, Oliver Sacks	1998	
6171	688172377	Desert Flower: The Extraordinary Journey of a Desert Nomad	Waris Dirie, Cathleen Miller	1998	
6172	688213855	Henry Huggins	Beverly Cleary, Tracy Dockray	1950	
6173	689707495	Cloudy with a Chance of Meatballs	Judi Barrett, Ron Barrett	1978	
6174	689711735	Alexander and the Terrible, Horrible, No Good, Very Bad Day	Judith Viorst, Ray Cruz	1972	
6175	689717385	The Relatives Came	Cynthia Rylant, Stephen Gammell	1985	
6176	689806981	Tears of a Tiger	Sharon M. Draper	1994	
6177	689818769	Frindle	Andrew Clements, Brian Selznick	1996	
6178	689821816	Copper Sun	Sharon M. Draper	2006	
6179	689823827	A Child's Garden of Verses	Robert Louis Stevenson, Tasha Tudor	1885	
6180	689823959	I Have Lived A Thousand Years: Growing Up In The Holocaust	Livia E. Bitton-Jackson	1997	
6181	689829531	Olivia	Ian Falconer	2000	
6182	689831870	Bear Snores On	Karma Wilson, Jane Chapman	2002	
6183	689832133	Click, Clack, Moo: Cows That Type	Doreen Cronin, Betsy Lewin	1999	
6184	689839057	Among the Betrayed	Margaret Peterson Haddix	2002	
6185	689839081	Among the Impostors (Shadow Children, #2)	Margaret Peterson Haddix	2001	
6186	689839103	Among the Barons	Margaret Peterson Haddix	2003	
6187	689840330	Silver on the Tree	Susan Cooper	1977	
6188	689840349	Greenwitch	Susan Cooper	1974	
6189	689840926	Hatchet	Gary Paulsen	1986	
6190	689841582	Are You There God? It's Me, Margaret	Judy Blume	1970	
6191	689845367	The Tombs of Atuan	Ursula K. Le Guin	1970	
6192	689846231	The Yearling	Marjorie Kinnan Rawlings	1930	
6193	689848919	Fever 1793	Laurie Halse Anderson	2000	
6194	689849109	Pollyanna	Eleanor H. Porter	1912	
6195	689849230	The First Part Last	Angela Johnson	2003	
6196	689851324	Homecoming (Tillerman Family, #1)	Cynthia Voigt	1981	
6197	689853491	We're Going on a Bear Hunt	Michael Rosen, Helen Oxenbury	1989	
6198	689855443	Mates, Dates, and Inflatable Bras	Cathy Hopkins	2001	
6199	689855532	What My Mother Doesn't Know	Sonya Sones	2001	
6200	689857705	Rainbow Boys	Alex   Sanchez	2001	
6201	689857950	Among the Brave (Shadow Children, #5)	Margaret Peterson Haddix	2004	
6202	689857977	Among the Enemy (Shadow Children, #6)	Margaret Peterson Haddix	2005	
6203	689859368	The Field Guide	Holly Black, Tony DiTerlizzi	2003	
6204	689859376	The Seeing Stone	Holly Black, Tony DiTerlizzi	2000	
6205	689859384	Lucinda’s Secret	Holly Black, Tony DiTerlizzi	2003	
6206	689859392	The Ironwood Tree	Holly Black, Tony DiTerlizzi	2004	
6207	689859406	The Wrath of Mulgarath	Holly Black, Tony DiTerlizzi	2004	
6208	689860064	Dragondrums (Pern: Harper Hall, #3)	Anne McCaffrey	1979	
6209	689860072	Dragonsinger	Anne McCaffrey	1977	
6210	689861133	Moo, Baa, La La La!	Sandra Boynton	1982	
6211	689862202	Mrs. Frisby and the Rats of NIMH	Robert C. O'Brien	1971	
6212	689862210	The View from Saturday	E.L. Konigsburg	1996	
6213	689862229	Shiloh	Phyllis Reynolds Naylor	1991	
6214	689863624	Dicey's Song (Tillerman Family, #2)	Cynthia Voigt	1982	
6215	689865198	Crank (Crank, #1)	Ellen Hopkins	2004	
6216	689865384	Uglies	Scott Westerfeld	2005	
6217	689865392	Pretties	Scott Westerfeld	2005	
6218	689865406	Specials	Scott Westerfeld	2006	
6219	689867042	Tithe: A Modern Faerie Tale	Holly Black	2002	
6220	689867468	 The Sea of Trolls	Nancy Farmer	2004	
6221	689868200	Ironside: A Modern Faery's Tale	Holly Black	2007	
6222	689868235	Tithe: A Modern Faerie Tale 	Holly Black	2002	
6223	689869118	Black Water	D.J. MacHale	2004	
6224	689869126	The Rivers of Zadaa	D.J. MacHale	2005	
6225	689872372	Everlost	Neal Shusterman	2006	
6226	689872992	The Clique (The Clique, #1)	Lisi Harrison	2004	
6227	689873794	Double Identity	Margaret Peterson Haddix	2005	
6228	689875347	A Great and Terrible Beauty	Libba Bray	2003	
6229	689875460	Revenge of the Wannabes (The Clique, #3)	Lisi Harrison	2005	
6230	689878362	Stone Soup (Stories to Go!)	Marcia Brown	1947	
6231	689878559	Alanna: The First Adventure	Tamora Pierce	1983	
6232	689878567	In the Hand of the Goddess	Tamora Pierce	1984	
